label-dash	label_snail	label	isPartOf	subPropertyOf	equivalentProperty	subproperties	domainIncludes	rangeIncludes	inverseOf	supersedes	supersededBy	comment
speed	speed	speed	https://auto.schema.org				Vehicle	QuantitativeValue				"The speed range of the vehicle. If the vehicle is powered by an engine, the upper limit of the speed range (indicated by <a class=""localLink"" href=""/maxValue"">maxValue</a>) should be the maximum speed achievable under regular conditions.<br/><br/>

Typical unit code(s): KMH for km/h, HM for mile per hour (0.447 04 m/s), KNT for knot<br/><br/>

*Note 1: Use <a class=""localLink"" href=""/minValue"">minValue</a> and <a class=""localLink"" href=""/maxValue"">maxValue</a> to indicate the range. Typically, the minimal value is zero.
* Note 2: There are many different ways of measuring the speed range. You can link to information about how the given value has been determined using the <a class=""localLink"" href=""/valueReference"">valueReference</a> property."
spoken-by-character	spoken_by_character	spokenByCharacter	pending:				Quotation	Organization, Person				The (e.g. fictional) character, Person or Organization to whom the quotation is attributed within the containing CreativeWork.
sponsor	sponsor	sponsor				funder	CreativeWork, Event, Grant, MedicalStudy, Organization, Person	Organization, Person				A person or organization that supports a thing through a pledge, promise, or financial contribution. E.g. a sponsor of a Medical Study or a corporate sponsor of an event.
sport	sport	sport	pending:				SportsEvent, SportsOrganization	Text, URL				A type of sport (e.g. Baseball).
sports-activity-location	sports_activity_location	sportsActivityLocation		location			ExerciseAction	SportsActivityLocation				A sub property of location. The sports activity location where this action occurred.
sports-event	sports_event	sportsEvent		location			ExerciseAction	SportsEvent				A sub property of location. The sports event where this action occurred.
sports-team	sports_team	sportsTeam		participant			ExerciseAction	SportsTeam				A sub property of participant. The sports team that participated on this action.
spouse	spouse	spouse					Person	Person				The person's spouse.
stage	stage	stage					MedicalCondition	MedicalConditionStage				The stage of the condition, if applicable.
stage-as-number	stage_as_number	stageAsNumber					MedicalConditionStage	Number				The stage represented as a number, e.g. 3.
star-rating	star_rating	starRating					FoodEstablishment, LodgingBusiness	Rating				An official rating for a lodging business or food establishment, e.g. from national associations or standards bodies. Use the author property to indicate the rating organization, e.g. as an Organization with name such as (e.g. HOTREC, DEHOGA, WHR, or Hotelstars).
start-date	start_date	startDate					CreativeWorkSeason, CreativeWorkSeries, DatedMoneySpecification, EducationalOccupationalProgram, Event, MerchantReturnPolicySeasonalOverride, Role, Schedule	Date, DateTime				"The start date and time of the item (in <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 date format</a>)."
start-offset	start_offset	startOffset	pending:				Clip, SeekToAction	HyperTocEntry, Number				The start time of the clip expressed as the number of seconds from the beginning of the work.
start-time	start_time	startTime					Action, FoodEstablishmentReservation, InteractionCounter, MediaObject, Schedule	DateTime, Time				"The startTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to start. For actions that span a period of time, when the action was performed. E.g. John wrote a book from <em>January</em> to December. For media, including audio and video, it's the time offset of the start of a clip within a larger file.<br/><br/>

Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions."
status	status	status					MedicalCondition, MedicalProcedure, MedicalStudy	EventStatusType, MedicalStudyStatus, Text				The status of the study (enumerated).
steering-position	steering_position	steeringPosition					Vehicle	SteeringPositionValue				The position of the steering wheel or similar device (mostly for cars).
step	step	step				recipeInstructions	HowTo	CreativeWork, HowToSection, HowToStep, Text		steps		A single step item (as HowToStep, text, document, video, etc.) or a HowToSection.
step-value	step_value	stepValue					PropertyValueSpecification	Number				The stepValue attribute indicates the granularity that is expected (and required) of the value in a PropertyValueSpecification.
steps	steps	steps					HowTo, HowToSection	CreativeWork, ItemList, Text			step	"A single step item (as HowToStep, text, document, video, etc.) or a HowToSection (originally misnamed 'steps'; 'step' is preferred)."
storage-requirements	storage_requirements	storageRequirements					SoftwareApplication	Text, URL				Storage requirements (free space required).
street-address	street_address	streetAddress					PostalAddress	Text				The street address. For example, 1600 Amphitheatre Pkwy.
strength-unit	strength_unit	strengthUnit					DrugStrength	Text				The units of an active ingredient's strength, e.g. mg.
strength-value	strength_value	strengthValue					DrugStrength	Number				The value of an active ingredient's strength, e.g. 325.
structural-class	structural_class	structuralClass					Joint	Text				The name given to how bone physically connects to each other.
study	study	study					MedicalEntity	MedicalStudy				A medical study or trial related to this entity.
study-design	study_design	studyDesign					MedicalObservationalStudy	MedicalObservationalStudyDesign				Specifics about the observational study design (enumerated).
study-location	study_location	studyLocation					MedicalStudy	AdministrativeArea				The location in which the study is taking/took place.
study-subject	study_subject	studySubject					MedicalStudy	MedicalEntity				A subject of the study, i.e. one of the medical conditions, therapies, devices, drugs, etc. investigated by the study.
sub-event	sub_event	subEvent					Event	Event	superEvent	subEvents		An Event that is part of this event. For example, a conference event includes many presentations, each of which is a subEvent of the conference.
sub-events	sub_events	subEvents					Event	Event			subEvent	Events that are a part of this event. For example, a conference event includes many presentations, each subEvents of the conference.
sub-organization	sub_organization	subOrganization					Organization	Organization	parentOrganization			A relationship between two organizations where the first includes the second, e.g., as a subsidiary. See also: the more specific 'department' property.
sub-reservation	sub_reservation	subReservation					ReservationPackage	Reservation				The individual reservations included in the package. Typically a repeated property.
sub-stage-suffix	sub_stage_suffix	subStageSuffix					MedicalConditionStage	Text				The substage, e.g. 'a' for Stage IIIa.
sub-structure	sub_structure	subStructure					AnatomicalStructure	AnatomicalStructure				Component (sub-)structure(s) that comprise this anatomical structure.
sub-test	sub_test	subTest					MedicalTestPanel	MedicalTest				A component test of the panel.
sub-trip	sub_trip	subTrip	pending:				Trip	Trip	partOfTrip			"Identifies a <a class=""localLink"" href=""/Trip"">Trip</a> that is a subTrip of this Trip.  For example Day 1, Day 2, etc. of a multi-day trip."
subject-of	subject_of	subjectOf					Thing	CreativeWork, Event	about			A CreativeWork or Event about this Thing.
subtitle-language	subtitle_language	subtitleLanguage	pending:				BroadcastEvent, Movie, ScreeningEvent, TVEpisode	Language, Text				"Languages in which subtitles/captions are available, in <a href=""http://tools.ietf.org/html/bcp47"">IETF BCP 47 standard format</a>."
successor-of	successor_of	successorOf					ProductModel	ProductModel				A pointer from a newer variant of a product  to its previous, often discontinued predecessor.
